Pays;Ville;Etablissement;Cote;Lien IIIF
France;Paris;Bibliothèque de l'Arsenal;0644;https://gallica.bnf.fr/iiif/ark:/12148/btv1b55010380f/manifest.json
France;Paris;Bibliothèque de l'Arsenal;0645;https://gallica.bnf.fr/iiif/ark:/12148/btv1b55010116g/manifest.json
France;Paris;Bibliothèque de l'Arsenal;0647 réserve;https://gallica.bnf.fr/iiif/ark:/12148/btv1b55005889s/manifest.json
France;Paris;Bibliothèque de l'Arsenal;0648;https://gallica.bnf.fr/iiif/ark:/12148/btv1b55010381w/manifest.json
France;Paris;Bibliothèque de l'Arsenal;0650;https://gallica.bnf.fr/iiif/ark:/12148/btv1b8458140s/manifest.json
France;Paris;Bibliothèque de l'Arsenal;0651;https://gallica.bnf.fr/iiif/ark:/12148/btv1b52502553b/manifest.json
France;Paris;Bibliothèque de l'Arsenal;0652;https://gallica.bnf.fr/iiif/ark:/12148/btv1b550058850/manifest.json
France;Paris;Bibliothèque de l'Arsenal;0654 réserve;https://gallica.bnf.fr/iiif/ark:/12148/btv1b8596871g/manifest.json
France;Paris;Bibliothèque de l'Arsenal;0655;https://gallica.bnf.fr/iiif/ark:/12148/btv1b550085652/manifest.json
France;Paris;Bibliothèque de l'Arsenal;0656;https://gallica.bnf.fr/iiif/ark:/12148/btv1b550092764/manifest.json
France;Paris;Bibliothèque de l'Arsenal;1174;https://gallica.bnf.fr/iiif/ark:/12148/btv1b55010385p/manifest.json
France;Paris;Bibliothèque de l'Arsenal;1175;https://gallica.bnf.fr/iiif/ark:/12148/btv1b55008174h/manifest.json
France;Paris;Bibliothèque de l'Arsenal;1185;https://gallica.bnf.fr/iiif/ark:/12148/btv1b55007801k/manifest.json
France;Paris;Bibliothèque de l'Arsenal;1188;https://gallica.bnf.fr/iiif/ark:/12148/btv1b550098895/manifest.json
France;Paris;Bibliothèque de l'Arsenal;1191;https://gallica.bnf.fr/iiif/ark:/12148/btv1b550101151/manifest.json
France;Paris;Bibliothèque de l'Arsenal;1194;https://gallica.bnf.fr/iiif/ark:/12148/btv1b550103864/manifest.json
France;Paris;Bibliothèque de l'Arsenal;2162;https://gallica.bnf.fr/iiif/ark:/12148/btv1b525068833/manifest.json
France;Paris;Bibliothèque du Saulchoir;Rés. Ms. C 01;https://bvmm.irht.cnrs.fr/iiif/22140/manifest
France;Paris;Bibliothèque du Saulchoir;Rés. Ms. C 09;https://bvmm.irht.cnrs.fr/iiif/22139/manifest
France;Paris;Bibliothèque du Saulchoir;Rés. Ms. C 10;https://bvmm.irht.cnrs.fr/iiif/22141/manifest
France;Paris;Bibliothèque Historique de la Ville de Paris;impr. 8-RES-0105;https://bvmm.irht.cnrs.fr/iiif/5725/manifest
France;Paris;Bibliothèque Historique de la Ville de Paris;impr. 8-RES-0106;https://bvmm.irht.cnrs.fr/iiif/5726/manifest
France;Paris;Bibliothèque Historique de la Ville de Paris;impr. 8-RES-0107;https://bvmm.irht.cnrs.fr/iiif/5727/manifest
France;Paris;Bibliothèque nationale de France;fr. 01874;https://gallica.bnf.fr/iiif/ark:/12148/btv1b9007441s/manifest.json
France;Paris;Bibliothèque nationale de France;fr. 02224;https://gallica.bnf.fr/iiif/ark:/12148/btv1b85397092/manifest.json
France;Paris;Bibliothèque nationale de France;fr. 05661;https://gallica.bnf.fr/iiif/ark:/12148/btv1b9059265h/manifest.json
France;Paris;Bibliothèque nationale de France;fr. 13167;https://gallica.bnf.fr/iiif/ark:/12148/btv1b9061586h/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 00757;https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 00774A;https://gallica.bnf.fr/iiif/ark:/12148/btv1b100361075/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 00774B;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10036108m/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 00774C;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10036012z/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 00919;https://gallica.bnf.fr/iiif/ark:/12148/btv1b520004510/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 00920;https://gallica.bnf.fr/iiif/ark:/12148/btv1b52501620s/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 00923;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10537589m/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 00924;https://gallica.bnf.fr/iiif/ark:/12148/btv1b8496557x/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01073A;https://gallica.bnf.fr/iiif/ark:/12148/btv1b90665847/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01079;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10036591q/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01082;https://gallica.bnf.fr/iiif/ark:/12148/btv1b84516336/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01156A;https://gallica.bnf.fr/iiif/ark:/12148/btv1b6000466t/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01156B;https://gallica.bnf.fr/iiif/ark:/12148/btv1b52502614h/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01158;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10532608h/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01159;https://gallica.bnf.fr/iiif/ark:/12148/btv1b100345449/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01161;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10515743q/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01162;https://gallica.bnf.fr/iiif/ark:/12148/btv1b100386783/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01168;https://gallica.bnf.fr/iiif/ark:/12148/btv1b8496559r/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01169;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10038461s/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01170;https://gallica.bnf.fr/iiif/ark:/12148/btv1b90764667/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01171;https://gallica.bnf.fr/iiif/ark:/12148/btv1b8455949b/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01173;https://gallica.bnf.fr/iiif/ark:/12148/btv1b52502694t/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01175;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10527644s/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01176;https://gallica.bnf.fr/iiif/ark:/12148/btv1b8528584r/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01178;https://gallica.bnf.fr/iiif/ark:/12148/btv1b55013036z/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01179;https://gallica.bnf.fr/iiif/ark:/12148/btv1b8446945q/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01181;https://gallica.bnf.fr/iiif/ark:/12148/btv1b8538808p/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01182;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10032288x/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01183;https://gallica.bnf.fr/iiif/ark:/12148/btv1b105110980/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01190;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10538031d/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01202;https://gallica.bnf.fr/iiif/ark:/12148/btv1b84469449/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01352;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10515833p/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01368;https://gallica.bnf.fr/iiif/ark:/12148/btv1b53014820r/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01369;https://gallica.bnf.fr/iiif/ark:/12148/btv1b52501939c/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01370;https://gallica.bnf.fr/iiif/ark:/12148/btv1b8453974s/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01380;https://gallica.bnf.fr/iiif/ark:/12148/btv1b100365942/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01391;https://gallica.bnf.fr/iiif/ark:/12148/btv1b52507466f/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01393;https://gallica.bnf.fr/iiif/ark:/12148/btv1b9078133f/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01394;https://gallica.bnf.fr/iiif/ark:/12148/btv1b9066046t/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01400;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10032335w/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01403;https://gallica.bnf.fr/iiif/ark:/12148/btv1b84522015/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01405;https://gallica.bnf.fr/iiif/ark:/12148/btv1b105326072/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01408;https://gallica.bnf.fr/iiif/ark:/12148/btv1b9065943c/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01412;https://gallica.bnf.fr/iiif/ark:/12148/btv1b100357501/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01414;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10020325g/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01427;https://gallica.bnf.fr/iiif/ark:/12148/btv1b90680221/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 01429;https://gallica.bnf.fr/iiif/ark:/12148/btv1b8447767x/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 05371;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10545022q/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 09471;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10515749d/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 09472;https://gallica.bnf.fr/iiif/ark:/12148/btv1b54002414v/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 09473;https://gallica.bnf.fr/iiif/ark:/12148/btv1b105326055/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 09474;https://gallica.bnf.fr/iiif/ark:/12148/btv1b550093038/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 09477;https://gallica.bnf.fr/iiif/ark:/12148/btv1b52510074b/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 10433;https://gallica.bnf.fr/iiif/ark:/12148/btv1b85388041/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 10491;https://gallica.bnf.fr/iiif/ark:/12148/btv1b8427237h/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 10526;https://gallica.bnf.fr/iiif/ark:/12148/btv1b105157445/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 10527;https://gallica.bnf.fr/iiif/ark:/12148/btv1b9078403b/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 10532;https://gallica.bnf.fr/iiif/ark:/12148/btv1b8427228j/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 10533;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10318624f/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 10536;https://gallica.bnf.fr/iiif/ark:/12148/btv1b9066070g/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 10538;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10034277r/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 10539;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10038211z/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 10548;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10549444b/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 10558;https://gallica.bnf.fr/iiif/ark:/12148/btv1b8447764p/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 10561;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10036304k/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 10565;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10538047h/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 10567;https://gallica.bnf.fr/iiif/ark:/12148/btv1b105380373/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 10568;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10538036n/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 13235;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10036284h/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 13260;https://gallica.bnf.fr/iiif/ark:/12148/btv1b90658201/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 13261;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10036640k/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 13263;https://gallica.bnf.fr/iiif/ark:/12148/btv1b9068094h/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 13269;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10036619c/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 13277;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10038638f/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 13279;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10509406b/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 13283;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10036620r/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 13294;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10034543v/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 13295;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10034545r/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 13298;https://gallica.bnf.fr/iiif/ark:/12148/btv1b90680933/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 13305;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10537587q/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 14826;https://gallica.bnf.fr/iiif/ark:/12148/btv1b90778999/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 14830;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10037191j/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 18014;https://gallica.bnf.fr/iiif/ark:/12148/btv1b8449684q/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 18015;https://gallica.bnf.fr/iiif/ark:/12148/btv1b105375885/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 18017;https://gallica.bnf.fr/iiif/ark:/12148/btv1b107213516/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 18021;https://gallica.bnf.fr/iiif/ark:/12148/btv1b6000515v/manifest.json
France;Paris;Bibliothèque nationale de France;lat. 18025;https://gallica.bnf.fr/iiif/ark:/12148/btv1b9067961x/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. fr. 28877;https://gallica.bnf.fr/iiif/ark:/12148/btv1b525070859/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 0082;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10035936n/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 0083;https://gallica.bnf.fr/iiif/ark:/12148/btv1b105127516/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 0215;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10036821z/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 0302;https://gallica.bnf.fr/iiif/ark:/12148/btv1b52502484n/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 0385;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10033580t/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 0392;https://gallica.bnf.fr/iiif/ark:/12148/btv1b105326038/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 0588;https://gallica.bnf.fr/iiif/ark:/12148/btv1b8555843r/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 0592;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10033268f/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 0688;https://gallica.bnf.fr/iiif/ark:/12148/btv1b100383478/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 0841;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10038346t/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 0894;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10020246c/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 1416;https://gallica.bnf.fr/iiif/ark:/12148/btv1b105094102/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3027;https://gallica.bnf.fr/iiif/ark:/12148/btv1b84328965/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3055;https://gallica.bnf.fr/iiif/ark:/12148/btv1b525095563/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3090;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10515741t/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3093;https://gallica.bnf.fr/iiif/ark:/12148/btv1b84496839/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3107;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10032954j/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3109;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10035303s/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3110;https://gallica.bnf.fr/iiif/ark:/12148/btv1b52509634r/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3111;https://gallica.bnf.fr/iiif/ark:/12148/btv1b52509627p/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3112;https://gallica.bnf.fr/iiif/ark:/12148/btv1b8451104r/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3113;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005168/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3114;https://gallica.bnf.fr/iiif/ark:/12148/btv1b52509693s/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3115;https://gallica.bnf.fr/iiif/ark:/12148/btv1b550008032/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3116;https://gallica.bnf.fr/iiif/ark:/12148/btv1b52509697k/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3117;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10037275w/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3118;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10036467s/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3119;https://gallica.bnf.fr/iiif/ark:/12148/btv1b100373758/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3120;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10515740c/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3134;https://gallica.bnf.fr/iiif/ark:/12148/btv1b6000424g/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3187;https://gallica.bnf.fr/iiif/ark:/12148/btv1b8447775g/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3188;https://gallica.bnf.fr/iiif/ark:/12148/btv1b8452807q/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3190;https://gallica.bnf.fr/iiif/ark:/12148/btv1b84528084/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3191;https://gallica.bnf.fr/iiif/ark:/12148/btv1b6000442d/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3194;https://gallica.bnf.fr/iiif/ark:/12148/btv1b53000324z/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3196;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10035924b/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3197;https://gallica.bnf.fr/iiif/ark:/12148/btv1b105154676/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3197 (Miniature);https://gallica.bnf.fr/iiif/ark:/12148/btv1b105154659/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3200;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10037130m/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3201;https://gallica.bnf.fr/iiif/ark:/12148/btv1b53000319s/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3203;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10038542s/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3204;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60004499/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3208;https://gallica.bnf.fr/iiif/ark:/12148/btv1b8452814v/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3209;https://gallica.bnf.fr/iiif/ark:/12148/btv1b84528158/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3210;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10532602t/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3213;https://gallica.bnf.fr/iiif/ark:/12148/btv1b84528173/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3214;https://gallica.bnf.fr/iiif/ark:/12148/btv1b8452837v/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3217;https://gallica.bnf.fr/iiif/ark:/12148/btv1b8452820k/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3226;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10532604q/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3229;https://gallica.bnf.fr/iiif/ark:/12148/btv1b84528299/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3234;https://gallica.bnf.fr/iiif/ark:/12148/btv1b84528262/manifest.json
France;Paris;Bibliothèque nationale de France;nouv. acq. lat. 3244;https://gallica.bnf.fr/iiif/ark:/12148/btv1b8571085n/manifest.json
France;Paris;Bibliothèque nationale de France;Smith-Lesouëf 24;https://gallica.bnf.fr/iiif/ark:/12148/btv1b105222685/manifest.json
France;Paris;IRHT, Collections privées;CP 0008;https://bvmm.irht.cnrs.fr/iiif/22221/manifest
France;Paris;IRHT, Collections privées;CP 0017;https://bvmm.irht.cnrs.fr/iiif/22371/manifest
France;Paris;IRHT, Collections privées;CP 0450;https://bvmm.irht.cnrs.fr/iiif/20202/manifest
France;Paris;IRHT, Collections privées;CP 0451;https://bvmm.irht.cnrs.fr/iiif/20203/manifest
France;Paris;IRHT, Collections privées;CP 0452;https://bvmm.irht.cnrs.fr/iiif/20204/manifest
France;Paris;IRHT, Collections privées;CP 0600;https://bvmm.irht.cnrs.fr/iiif/23555/manifest
France;Paris;Musée des Arts décoratifs;inv. 40342;https://bvmm.irht.cnrs.fr/iiif/18616/manifest
France;Paris;Musée des Arts décoratifs;inv. 40343;https://bvmm.irht.cnrs.fr/iiif/18617/manifest
France;Paris;Petit Palais, Musée des Beaux-Arts de la ville de Paris;LDUT 0035;https://bvmm.irht.cnrs.fr/iiif/19008/manifest
France;Paris;Petit Palais, Musée des Beaux-Arts de la ville de Paris;LDUT 0036;https://bvmm.irht.cnrs.fr/iiif/19009/manifest
France;Paris;Petit Palais, Musée des Beaux-Arts de la ville de Paris;LDUT 0037;https://bvmm.irht.cnrs.fr/iiif/19010/manifest
France;Provins;Bibliothèque municipale;020;https://bvmm.irht.cnrs.fr/iiif/4243/manifest
France;Provins;Bibliothèque municipale;021;https://bvmm.irht.cnrs.fr/iiif/4244/manifest
France;Provins;Bibliothèque municipale;022;https://bvmm.irht.cnrs.fr/iiif/4281/manifest
France;Provins;Bibliothèque municipale;023;https://bvmm.irht.cnrs.fr/iiif/4247/manifest
France;Provins;Bibliothèque municipale;024;https://bvmm.irht.cnrs.fr/iiif/4249/manifest
France;Provins;Bibliothèque municipale;inc. 010;https://bvmm.irht.cnrs.fr/iiif/4265/manifest
France;Reims;Bibliothèque municipale;0358 (C. 205);https://bvmm.irht.cnrs.fr/iiif/2406/manifest
France;Reims;Bibliothèque municipale;0359 (N. Fonds);https://bvmm.irht.cnrs.fr/iiif/2407/manifest
France;Reims;Bibliothèque municipale;2446;https://bvmm.irht.cnrs.fr/iiif/17975/manifest
France;Reims;Bibliothèque municipale;2788;https://bvmm.irht.cnrs.fr/iiif/5271/manifest
France;Rennes;Bibliothèque municipale;0027;https://bvmm.irht.cnrs.fr/iiif/5194/manifest
France;Rennes;Bibliothèque municipale;0028;https://bvmm.irht.cnrs.fr/iiif/5195/manifest
France;Rennes;Bibliothèque municipale;0029;https://bvmm.irht.cnrs.fr/iiif/5196/manifest
France;Rennes;Bibliothèque municipale;0030;https://bvmm.irht.cnrs.fr/iiif/5197/manifest
France;Rennes;Bibliothèque municipale;0031;https://bvmm.irht.cnrs.fr/iiif/5198/manifest
France;Rennes;Bibliothèque municipale;0032;https://bvmm.irht.cnrs.fr/iiif/5199/manifest
France;Rennes;Bibliothèque municipale;0035;https://bvmm.irht.cnrs.fr/iiif/5200/manifest
France;Rennes;Bibliothèque municipale;0036;https://bvmm.irht.cnrs.fr/iiif/5201/manifest
France;Rennes;Bibliothèque municipale;0037;https://bvmm.irht.cnrs.fr/iiif/5221/manifest
France;Rennes;Bibliothèque municipale;1219;https://bvmm.irht.cnrs.fr/iiif/5090/manifest
France;Rennes;Bibliothèque municipale;1277;https://bvmm.irht.cnrs.fr/iiif/5225/manifest
France;Rennes;Bibliothèque municipale;1334;https://bvmm.irht.cnrs.fr/iiif/5226/manifest
France;Rennes;Bibliothèque municipale;1335;https://bvmm.irht.cnrs.fr/iiif/5227/manifest
France;Rennes;Bibliothèque municipale;1509;https://bvmm.irht.cnrs.fr/iiif/5228/manifest
France;Rennes;Bibliothèque municipale;1510;https://bvmm.irht.cnrs.fr/iiif/5229/manifest
France;Rennes;Bibliothèque municipale;1512;https://bvmm.irht.cnrs.fr/iiif/5230/manifest
France;Rennes;Bibliothèque municipale;1557;https://bvmm.irht.cnrs.fr/iiif/5231/manifest
France;Rennes;Bibliothèque municipale;1558;https://bvmm.irht.cnrs.fr/iiif/5232/manifest
France;Rennes;Bibliothèque municipale;1588;https://bvmm.irht.cnrs.fr/iiif/5233/manifest
France;Rennes;Bibliothèque municipale;1637;https://bvmm.irht.cnrs.fr/iiif/5234/manifest
France;Rennes;Bibliothèque municipale;1685;https://bvmm.irht.cnrs.fr/iiif/5235/manifest
France;Rennes;Bibliothèque municipale;1696;https://bvmm.irht.cnrs.fr/iiif/5236/manifest
France;Rennes;Bibliothèque municipale;HP 0768;https://bvmm.irht.cnrs.fr/iiif/17667/manifest
France;Rodez;Bibliothèque de la Société des lettres de l'Aveyron;001;https://bvmm.irht.cnrs.fr/iiif/3579/manifest
France;Rodez;Bibliothèque municipale;0138;https://bvmm.irht.cnrs.fr/iiif/2868/manifest
France;Rouen;Musée des Beaux-Arts;AG.1975.4.5839;https://bvmm.irht.cnrs.fr/iiif/20463/manifest
France;Rouen;Musée des Beaux-Arts;AG.1975.4.5840;https://bvmm.irht.cnrs.fr/iiif/20464/manifest
France;Saumur;Château-Musée;0002;https://bvmm.irht.cnrs.fr/iiif/1377/manifest
France;Saumur;Château-Musée;inc. 0040;https://bvmm.irht.cnrs.fr/iiif/1373/manifest
France;Sées;Archives diocésaines;026 (A-7);https://bvmm.irht.cnrs.fr/iiif/23919/manifest
