Country;Settlement;Repository;Shelfmark;manifest;IMPR
US;Baltimore;The Walters Art Museum;W.0173;https://purl.stanford.edu/td467pn7624/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0176;https://purl.stanford.edu/sh232js9131/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0177;https://purl.stanford.edu/sw741tz6027/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0178;https://purl.stanford.edu/yk435gb3262/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0180;https://purl.stanford.edu/qx197gr5341/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0181;https://purl.stanford.edu/gz912rc9711/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0183;https://purl.stanford.edu/xr480bs5669/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0184;https://purl.stanford.edu/kx876df8760/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0185;https://purl.stanford.edu/by397hw6027/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0186;https://purl.stanford.edu/fx476tb0662/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0189;https://purl.stanford.edu/kf205rk4807/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0190;https://purl.stanford.edu/pb462wj5265/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0193;https://purl.stanford.edu/kt794yq9040/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0194;https://purl.stanford.edu/bd845tn4821/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0195;https://purl.stanford.edu/vs234vd4916/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0196;https://purl.stanford.edu/np517xz5161/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0197;https://purl.stanford.edu/hw305bv4114/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0202;https://purl.stanford.edu/my189pm5441/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0204;https://purl.stanford.edu/wx114pq5623/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0206;https://purl.stanford.edu/dt765nv8976/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0208;https://purl.stanford.edu/jb119rn7623/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0211;https://purl.stanford.edu/yw595xk3647/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0215;https://purl.stanford.edu/kr986bn6539/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0218;https://purl.stanford.edu/rn123cy2229/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0220;https://purl.stanford.edu/zv762vd8005/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0229;https://purl.stanford.edu/dr952cm5469/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0239;https://purl.stanford.edu/cr603ff5962/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0240;https://purl.stanford.edu/zs503zt2162/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0246;https://purl.stanford.edu/gd972zf6050/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0262;https://purl.stanford.edu/wn505gm7074/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0263;https://purl.stanford.edu/wt195gt4247/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0266;https://purl.stanford.edu/mn936zn4099/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0267;https://purl.stanford.edu/qr056bk8287/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0269;https://purl.stanford.edu/hh228zr1239/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0270;https://purl.stanford.edu/bs390xv5099/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0277;https://purl.stanford.edu/nm106gm5236/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0279;https://purl.stanford.edu/hr678ct7683/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0281;https://purl.stanford.edu/jt399mb8580/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0282;https://purl.stanford.edu/xj035pj4779/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0284;https://purl.stanford.edu/xz282wc8447/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0289;https://purl.stanford.edu/jt855sc2143/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0292;https://purl.stanford.edu/pr444bb2006/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0420;https://purl.stanford.edu/fx508wc9951/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0423;https://purl.stanford.edu/wy652xv2461/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0427;https://purl.stanford.edu/vc281hf3102/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0428;https://purl.stanford.edu/kz860yq2596/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0429;https://purl.stanford.edu/xz419dn0625/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0431;https://purl.stanford.edu/my769dn6747/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0433;https://purl.stanford.edu/fq804fm0409/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0434;https://purl.stanford.edu/mv404mn8568/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0435;https://purl.stanford.edu/br791wh6450/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0437;https://purl.stanford.edu/vn362wg6218/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0439;https://purl.stanford.edu/xb915nd9363/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0440;https://purl.stanford.edu/gh974by5078/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0441;https://purl.stanford.edu/xw613th3364/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0719;https://purl.stanford.edu/tc762gc0596/iiif/manifest;
US;Baltimore;The Walters Art Museum;W.0721;https://purl.stanford.edu/zx896jf6359/iiif/manifest;
US;Cambridge;Harvard College Library;Lat. 017;https://iiif.lib.harvard.edu/manifests/drs:10840328;
US;Cambridge;Harvard College Library;Lat. 133;https://iiif.lib.harvard.edu/manifests/drs:10614144;
US;Cambridge;Harvard College Library;Lat. 159;https://iiif.lib.harvard.edu/manifests/drs:4771822;
US;Cambridge;Harvard College Library;Lat. 160;https://iiif.lib.harvard.edu/manifests/drs:15963247;
US;Cambridge;Harvard College Library;Lat. 161;https://iiif.lib.harvard.edu/manifests/drs:47957493;
US;Cambridge;Harvard College Library;Lat. 249;https://iiif.lib.harvard.edu/manifests/drs:26120881;
US;Cambridge;Harvard College Library;Lat. 250 (Sum. 59);https://iiif.lib.harvard.edu/manifests/drs:10148946;
US;Cambridge;Harvard College Library;Lat. 251 (Sum. 60);https://iiif.lib.harvard.edu/manifests/drs:10908606;
US;Cambridge;Harvard College Library;Lat. 253 (Sum. 62);https://iiif.lib.harvard.edu/manifests/drs:10643868;
US;Cambridge;Harvard College Library;Richardson 05;https://iiif.lib.harvard.edu/manifests/drs:17695424;
US;Cambridge;Harvard College Library;Richardson 06;https://iiif.lib.harvard.edu/manifests/drs:15917855;
US;Cambridge;Harvard College Library;Richardson 07;https://iiif.lib.harvard.edu/manifests/drs:5981093;
US;Cambridge;Harvard College Library;Richardson 09;https://iiif.lib.harvard.edu/manifests/drs:16031964;
US;Cambridge;Harvard College Library;Richardson 34;https://iiif.lib.harvard.edu/manifests/drs:6135067;
US;Cambridge;Harvard College Library;Richardson 42;https://iiif.lib.harvard.edu/manifests/drs:9827622;
US;Cambridge;Harvard College Library;Richardson 45;https://iiif.lib.harvard.edu/manifests/drs:47899293;
US;Cambridge;Harvard College Library;Typ 032;https://iiif.lib.harvard.edu/manifests/drs:48463951;
US;Cambridge;Harvard College Library;Typ 1000;https://iiif.lib.harvard.edu/manifests/drs:10309732;
US;Cambridge;Harvard College Library;Typ 1005;https://iiif.lib.harvard.edu/manifests/drs:11676290;
US;Cambridge;Harvard College Library;Typ 1006;https://iiif.lib.harvard.edu/manifests/drs:11676291;
US;Cambridge;Harvard College Library;Typ 1008;https://iiif.lib.harvard.edu/manifests/drs:11676293;
US;Cambridge;Harvard College Library;Typ 1012;https://iiif.lib.harvard.edu/manifests/drs:11676296;
US;Cambridge;Harvard College Library;Typ 253;https://iiif.lib.harvard.edu/manifests/drs:49309022;
US;Cambridge;Harvard College Library;Typ 302;https://iiif.lib.harvard.edu/manifests/drs:49592873;
US;Cambridge;Harvard College Library;Typ 443;https://iiif.lib.harvard.edu/manifests/drs:49314349;
US;Cambridge;Harvard College Library;Typ 443.1;https://iiif.lib.harvard.edu/manifests/drs:48280898;
US;Cambridge;Harvard College Library;Typ 463;https://iiif.lib.harvard.edu/manifests/drs:422676207;
US;Cambridge;Harvard College Library;Typ 464;https://iiif.lib.harvard.edu/manifests/drs:49756151;
US;Cambridge;Harvard College Library;Typ 957;https://iiif.lib.harvard.edu/manifests/drs:6522890;
US;Cambridge;Harvard College Library;Typ 958;https://iiif.lib.harvard.edu/manifests/drs:6522891;
US;Cambridge;Harvard College Library;Typ 999;https://iiif.lib.harvard.edu/manifests/drs:9899749;
US;Cambridge;Harvard College Library;Widener 02;https://iiif.lib.harvard.edu/manifests/drs:47779375;
VA;Vaticano;Biblioteca Apostolica Vaticana;Barb. lat. 00387;https://digi.vatlib.it/iiif/MSS_Barb.lat.387/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Barb. lat. 00443;https://digi.vatlib.it/iiif/MSS_Barb.lat.443/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Barb. lat. 00444;https://digi.vatlib.it/iiif/MSS_Barb.lat.444/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Barb. lat. 00487;https://digi.vatlib.it/iiif/MSS_Barb.lat.487/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Barb. lat. 0393 (XI 36);https://digi.vatlib.it/iiif/MSS_Barb.lat.393/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Borg. lat. 355;https://digi.vatlib.it/iiif/MSS_Borg.lat.355/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Borg. lat. 356;https://digi.vatlib.it/iiif/MSS_Borg.lat.356/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Borgh. 183;https://digi.vatlib.it/iiif/MSS_Borgh.183/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Cappon. 199;https://digi.vatlib.it/iiif/MSS_Cappon.199/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Cappon. 218;https://digi.vatlib.it/iiif/MSS_Cappon.218/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Chig. C.IV.109;https://digi.vatlib.it/iiif/MSS_Chig.C.IV.109/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Chig. C.IV.111;https://digi.vatlib.it/iiif/MSS_Chig.C.IV.111/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Chig. C.IV.113;https://digi.vatlib.it/iiif/MSS_Chig.C.IV.113/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Chig. D.V.71;https://digi.vatlib.it/iiif/MSS_Chig.D.V.71/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Ott. lat. 0548;https://digi.vatlib.it/iiif/MSS_Ott.lat.548/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Ott. lat. 2919;https://digi.vatlib.it/iiif/MSS_Ott.lat.2919/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Pal. lat. 537;https://digi.vatlib.it/iiif/MSS_Pal.lat.537/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Reg. lat. 0121;https://digi.vatlib.it/iiif/MSS_Reg.lat.121/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Reg. lat. 0156;https://digi.vatlib.it/iiif/MSS_Reg.lat.156/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Reg. lat. 0162;https://digi.vatlib.it/iiif/MSS_Reg.lat.162/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Reg. lat. 0165;https://digi.vatlib.it/iiif/MSS_Reg.lat.165/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Reg. lat. 0180;https://digi.vatlib.it/iiif/MSS_Reg.lat.180/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Reg. lat. 0212;https://digi.vatlib.it/iiif/MSS_Reg.lat.212/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Rossi 0061;https://digi.vatlib.it/iiif/MSS_Ross.61/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Rossi 0062;https://digi.vatlib.it/iiif/MSS_Ross.62/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Rossi 0065 (VIII 7);https://digi.vatlib.it/iiif/MSS_Ross.65/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Rossi 0066;https://digi.vatlib.it/iiif/MSS_Ross.66/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Rossi 0067;https://digi.vatlib.it/iiif/MSS_Ross.67/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Rossi 0074 (VIII 16);https://digi.vatlib.it/iiif/MSS_Ross.74/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Rossi 0089;https://digi.vatlib.it/iiif/MSS_Ross.89/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Rossi 0091 (VIII 33);https://digi.vatlib.it/iiif/MSS_Ross.91/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Rossi 0094;https://digi.vatlib.it/iiif/MSS_Ross.94/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Rossi 0098 (VIII 40);https://digi.vatlib.it/iiif/MSS_Ross.98/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Rossi 0099 (VIII 41);https://digi.vatlib.it/iiif/MSS_Ross.99/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Rossi 0100;https://digi.vatlib.it/iiif/MSS_Ross.100/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Rossi 0101;https://digi.vatlib.it/iiif/MSS_Ross.101/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Rossi 0102;https://digi.vatlib.it/iiif/MSS_Ross.102/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Rossi 0107;https://digi.vatlib.it/iiif/MSS_Ross.107/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Rossi 0111 (VIII 53);https://digi.vatlib.it/iiif/MSS_Ross.111/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Rossi 0114;https://digi.vatlib.it/iiif/MSS_Ross.114/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Rossi 0118;https://digi.vatlib.it/iiif/MSS_Ross.118/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Rossi 0119;https://digi.vatlib.it/iiif/MSS_Ross.119/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Rossi 0120;https://digi.vatlib.it/iiif/MSS_Ross.120/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Rossi 0198;https://digi.vatlib.it/iiif/MSS_Ross.198/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Urb. lat. 0477;https://digi.vatlib.it/iiif/MSS_Urb.lat.477/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Vat. lat. 03769;https://digi.vatlib.it/iiif/MSS_Vat.lat.3769/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Vat. lat. 03770;https://digi.vatlib.it/iiif/MSS_Vat.lat.3770/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Vat. lat. 03779;https://digi.vatlib.it/iiif/MSS_Vat.lat.3779/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Vat. lat. 03780;https://digi.vatlib.it/iiif/MSS_Vat.lat.3780/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Vat. lat. 03781;https://digi.vatlib.it/iiif/MSS_Vat.lat.3781/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Vat. lat. 09488;https://digi.vatlib.it/iiif/MSS_Vat.lat.9488/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Vat. lat. 09490;https://digi.vatlib.it/iiif/MSS_Vat.lat.9490/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Vat. lat. 09495;https://digi.vatlib.it/iiif/MSS_Vat.lat.9495/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Vat. lat. 10293;https://digi.vatlib.it/iiif/MSS_Vat.lat.10293/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Vat. lat. 13985;https://digi.vatlib.it/iiif/MSS_Vat.lat.13985/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Vat. lat. 14935;https://digi.vatlib.it/iiif/MSS_Vat.lat.14935/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Vat. lat. 14936;https://digi.vatlib.it/iiif/MSS_Vat.lat.14936/manifest.json;
VA;Vaticano;Biblioteca Apostolica Vaticana;Arch. Cap. S. Pietro E.15;https://digi.vatlib.it/iiif/MSS_Arch.Cap.S.Pietro.E.15/manifest.json;
