msItem H-ID,rec_Title,Parent entity (Manuscript) H-ID,Parent entity RecordTitle,Parent entity (Printed text) H-ID,Parent entity RecordTitle,Work H-ID,Work RecordTitle,use (Organisation) H-ID,use RecordTitle
101813,"MsItem of Morgan Library and Museum, M.0009 : Hours of the Virgin",6767,"New York, Morgan Library and Museum, M.0009",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
200990,"MsItem of Morgan Library and Museum, M.0009 : Office of the dead",6767,"New York, Morgan Library and Museum, M.0009",,,75965,Office of the dead | L1 | Section,10215,Roma (Organisation)
300750,"MsItem of Morgan Library and Museum, M.0009 : Calendar",6767,"New York, Morgan Library and Museum, M.0009",,,75963,Calendar | L1 | Section,,
101814,"MsItem of Morgan Library and Museum, M.0012 : Hours of the Virgin",6768,"New York, Morgan Library and Museum, M.0012",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
200991,"MsItem of Morgan Library and Museum, M.0012 : Office of the dead",6768,"New York, Morgan Library and Museum, M.0012",,,75965,Office of the dead | L1 | Section,,
300751,"MsItem of Morgan Library and Museum, M.0012 : Calendar",6768,"New York, Morgan Library and Museum, M.0012",,,75963,Calendar | L1 | Section,,
101815,"MsItem of Morgan Library and Museum, M.0026 : Hours of the Virgin",6773,"New York, Morgan Library and Museum, M.0026",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
200992,"MsItem of Morgan Library and Museum, M.0026 : Office of the dead",6773,"New York, Morgan Library and Museum, M.0026",,,75965,Office of the dead | L1 | Section,10215,Roma (Organisation)
300752,"MsItem of Morgan Library and Museum, M.0026 : Calendar",6773,"New York, Morgan Library and Museum, M.0026",,,75963,Calendar | L1 | Section,10106,Langres (Organisation)
101816,"MsItem of Morgan Library and Museum, M.0027 : Hours of the Virgin",6774,"New York, Morgan Library and Museum, M.0027",,,75966,Hours of the Virgin | L1 | Section,10218,Rouen (Organisation)
200993,"MsItem of Morgan Library and Museum, M.0027 : Office of the dead",6774,"New York, Morgan Library and Museum, M.0027",,,75965,Office of the dead | L1 | Section,10218,Rouen (Organisation)
300753,"MsItem of Morgan Library and Museum, M.0027 : Calendar",6774,"New York, Morgan Library and Museum, M.0027",,,75963,Calendar | L1 | Section,10218,Rouen (Organisation)
101817,"MsItem of Morgan Library and Museum, M.0028 : Hours of the Virgin",6775,"New York, Morgan Library and Museum, M.0028",,,75966,Hours of the Virgin | L1 | Section,10027,Besançon (Organisation)
200994,"MsItem of Morgan Library and Museum, M.0028 : Office of the dead",6775,"New York, Morgan Library and Museum, M.0028",,,75965,Office of the dead | L1 | Section,10027,Besançon (Organisation)
300754,"MsItem of Morgan Library and Museum, M.0028 : Calendar",6775,"New York, Morgan Library and Museum, M.0028",,,75963,Calendar | L1 | Section,10027,Besançon (Organisation)
101818,"MsItem of Morgan Library and Museum, M.0029 : Hours of the Virgin",6776,"New York, Morgan Library and Museum, M.0029",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
200995,"MsItem of Morgan Library and Museum, M.0029 : Office of the dead",6776,"New York, Morgan Library and Museum, M.0029",,,75965,Office of the dead | L1 | Section,10215,Roma (Organisation)
300755,"MsItem of Morgan Library and Museum, M.0029 : Calendar",6776,"New York, Morgan Library and Museum, M.0029",,,75963,Calendar | L1 | Section,10206|10083|10083,"Provence (Organisation)|France, Sud (Organisation)|France, Sud (Organisation)"
101819,"MsItem of Morgan Library and Museum, M.0030 : Hours of the Virgin",6777,"New York, Morgan Library and Museum, M.0030",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
200996,"MsItem of Morgan Library and Museum, M.0030 : Office of the dead",6777,"New York, Morgan Library and Museum, M.0030",,,75965,Office of the dead | L1 | Section,10215,Roma (Organisation)
300756,"MsItem of Morgan Library and Museum, M.0030 : Calendar",6777,"New York, Morgan Library and Museum, M.0030",,,75963,Calendar | L1 | Section,10150|10165|10165,"Nederland, Sud (Organisation)|O.F.M. (Organisation)|O.F.M. (Organisation)"
101820,"MsItem of Morgan Library and Museum, M.0031 : Hours of the Virgin",6778,"New York, Morgan Library and Museum, M.0031",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
200997,"MsItem of Morgan Library and Museum, M.0031 : Office of the dead",6778,"New York, Morgan Library and Museum, M.0031",,,75965,Office of the dead | L1 | Section,10215,Roma (Organisation)
300757,"MsItem of Morgan Library and Museum, M.0031 : Calendar",6778,"New York, Morgan Library and Museum, M.0031",,,75963,Calendar | L1 | Section,,
101821,"MsItem of Morgan Library and Museum, M.0032 : Hours of the Virgin",6779,"New York, Morgan Library and Museum, M.0032",,,75966,Hours of the Virgin | L1 | Section,10218,Rouen (Organisation)
200998,"MsItem of Morgan Library and Museum, M.0032 : Office of the dead",6779,"New York, Morgan Library and Museum, M.0032",,,75965,Office of the dead | L1 | Section,,
300758,"MsItem of Morgan Library and Museum, M.0032 : Calendar",6779,"New York, Morgan Library and Museum, M.0032",,,75963,Calendar | L1 | Section,,
101822,"MsItem of Morgan Library and Museum, M.0033 : Hours of the Virgin",6780,"New York, Morgan Library and Museum, M.0033",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
200999,"MsItem of Morgan Library and Museum, M.0033 : Office of the dead",6780,"New York, Morgan Library and Museum, M.0033",,,75965,Office of the dead | L1 | Section,10215,Roma (Organisation)
300759,"MsItem of Morgan Library and Museum, M.0033 : Calendar",6780,"New York, Morgan Library and Museum, M.0033",,,75963,Calendar | L1 | Section,10043|10141|10141,"Cambrai (Organisation)|Mons, Sainte-Waudru O.S.A. (Organisation)|Mons, Sainte-Waudru O.S.A. (Organisation)"
101823,"MsItem of Morgan Library and Museum, M.0046 : Hours of the Virgin",6781,"New York, Morgan Library and Museum, M.0046",,,75966,Hours of the Virgin | L1 | Section,10245,Sarum (Organisation)
201000,"MsItem of Morgan Library and Museum, M.0046 : Office of the dead",6781,"New York, Morgan Library and Museum, M.0046",,,75965,Office of the dead | L1 | Section,10215,Roma (Organisation)
300760,"MsItem of Morgan Library and Museum, M.0046 : Calendar",6781,"New York, Morgan Library and Museum, M.0046",,,75963,Calendar | L1 | Section,10245,Sarum (Organisation)
101824,"MsItem of Morgan Library and Museum, M.0057 : Hours of the Virgin",6785,"New York, Morgan Library and Museum, M.0057",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
201001,"MsItem of Morgan Library and Museum, M.0057 : Office of the dead",6785,"New York, Morgan Library and Museum, M.0057",,,75965,Office of the dead | L1 | Section,10215,Roma (Organisation)
300761,"MsItem of Morgan Library and Museum, M.0057 : Calendar",6785,"New York, Morgan Library and Museum, M.0057",,,75963,Calendar | L1 | Section,10099|10246|10246,"Italia, Nord (Organisation)|Savoie (Organisation)|Savoie (Organisation)"
101825,"MsItem of Morgan Library and Museum, M.0058 : Hours of the Virgin",6786,"New York, Morgan Library and Museum, M.0058",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
201002,"MsItem of Morgan Library and Museum, M.0058 : Office of the dead",6786,"New York, Morgan Library and Museum, M.0058",,,75965,Office of the dead | L1 | Section,10215,Roma (Organisation)
300762,"MsItem of Morgan Library and Museum, M.0058 : Calendar",6786,"New York, Morgan Library and Museum, M.0058",,,75963,Calendar | L1 | Section,,
101826,"MsItem of Morgan Library and Museum, M.0061 : Hours of the Virgin",6789,"New York, Morgan Library and Museum, M.0061 
 
 = Medium: 100082498",,,75966,Hours of the Virgin | L1 | Section,10183,Orléans (Organisation)
201003,"MsItem of Morgan Library and Museum, M.0061 : Office of the dead",6789,"New York, Morgan Library and Museum, M.0061 
 
 = Medium: 100082498",,,75965,Office of the dead | L1 | Section,10183,Orléans (Organisation)
300763,"MsItem of Morgan Library and Museum, M.0061 : Calendar",6789,"New York, Morgan Library and Museum, M.0061 
 
 = Medium: 100082498",,,75963,Calendar | L1 | Section,10215|10083|10083,"Roma (Organisation)|France, Sud (Organisation)|France, Sud (Organisation)"
101827,"MsItem of Morgan Library and Museum, M.0062 : Hours of the Virgin",6790,"New York, Morgan Library and Museum, M.0062",,,75966,Hours of the Virgin | L1 | Section,10209,Reims (Organisation)
201004,"MsItem of Morgan Library and Museum, M.0062 : Office of the dead",6790,"New York, Morgan Library and Museum, M.0062",,,75965,Office of the dead | L1 | Section,10209,Reims (Organisation)
300764,"MsItem of Morgan Library and Museum, M.0062 : Calendar",6790,"New York, Morgan Library and Museum, M.0062",,,75963,Calendar | L1 | Section,,
101828,"MsItem of Morgan Library and Museum, M.0063 : Hours of the Virgin",6791,"New York, Morgan Library and Museum, M.0063",,,75966,Hours of the Virgin | L1 | Section,10146,Nantes (Organisation)
201005,"MsItem of Morgan Library and Museum, M.0063 : Office of the dead",6791,"New York, Morgan Library and Museum, M.0063",,,75965,Office of the dead | L1 | Section,10250,Unknown (Organisation)
300765,"MsItem of Morgan Library and Museum, M.0063 : Calendar",6791,"New York, Morgan Library and Museum, M.0063",,,75963,Calendar | L1 | Section,10006,Angers (Organisation)
101829,"MsItem of Morgan Library and Museum, M.0064 : Hours of the Virgin",6792,"New York, Morgan Library and Museum, M.0064",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
201006,"MsItem of Morgan Library and Museum, M.0064 : Office of the dead",6792,"New York, Morgan Library and Museum, M.0064",,,75965,Office of the dead | L1 | Section,10215,Roma (Organisation)
300766,"MsItem of Morgan Library and Museum, M.0064 : Calendar",6792,"New York, Morgan Library and Museum, M.0064",,,75963,Calendar | L1 | Section,10189,Paris (Organisation)
101830,"MsItem of Morgan Library and Museum, M.0067 : Hours of the Virgin",6793,"New York, Morgan Library and Museum, M.0067",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
201007,"MsItem of Morgan Library and Museum, M.0067 : Office of the dead",6793,"New York, Morgan Library and Museum, M.0067",,,75965,Office of the dead | L1 | Section,10215,Roma (Organisation)
300767,"MsItem of Morgan Library and Museum, M.0067 : Calendar",6793,"New York, Morgan Library and Museum, M.0067",,,75963,Calendar | L1 | Section,10082|10189|10189,"France, Ouest (Organisation)|Paris (Organisation)|Paris (Organisation)"
101831,"MsItem of Morgan Library and Museum, M.0073 : Hours of the Virgin",6795,"New York, Morgan Library and Museum, M.0073",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
201008,"MsItem of Morgan Library and Museum, M.0073 : Office of the dead",6795,"New York, Morgan Library and Museum, M.0073",,,75965,Office of the dead | L1 | Section,10189,Paris (Organisation)
300768,"MsItem of Morgan Library and Museum, M.0073 : Calendar",6795,"New York, Morgan Library and Museum, M.0073",,,75963,Calendar | L1 | Section,10109,Le Mans (Organisation)
101832,"MsItem of Morgan Library and Museum, M.0074 : Hours of the Virgin",6796,"New York, Morgan Library and Museum, M.0074",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
201009,"MsItem of Morgan Library and Museum, M.0074 : Office of the dead",6796,"New York, Morgan Library and Museum, M.0074",,,75965,Office of the dead | L1 | Section,10250,Unknown (Organisation)
300769,"MsItem of Morgan Library and Museum, M.0074 : Calendar",6796,"New York, Morgan Library and Museum, M.0074",,,75963,Calendar | L1 | Section,10277,Utrecht (Organisation)
101833,"MsItem of Morgan Library and Museum, M.0078 : Hours of the Virgin",6798,"New York, Morgan Library and Museum, M.0078 
 
 = Medium: 100082499",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
201010,"MsItem of Morgan Library and Museum, M.0078 : Office of the dead",6798,"New York, Morgan Library and Museum, M.0078 
 
 = Medium: 100082499",,,75965,Office of the dead | L1 | Section,10250,Unknown (Organisation)
300770,"MsItem of Morgan Library and Museum, M.0078 : Calendar",6798,"New York, Morgan Library and Museum, M.0078 
 
 = Medium: 100082499",,,75963,Calendar | L1 | Section,10150,"Nederland, Sud (Organisation)"
101834,"MsItem of Morgan Library and Museum, M.0082 : Hours of the Virgin",6801,"New York, Morgan Library and Museum, M.0082",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
201011,"MsItem of Morgan Library and Museum, M.0082 : Office of the dead",6801,"New York, Morgan Library and Museum, M.0082",,,75965,Office of the dead | L1 | Section,10215,Roma (Organisation)
300771,"MsItem of Morgan Library and Museum, M.0082 : Calendar",6801,"New York, Morgan Library and Museum, M.0082",,,75963,Calendar | L1 | Section,10141,"Mons, Sainte-Waudru O.S.A. (Organisation)"
101835,"MsItem of Morgan Library and Museum, M.0083 : Hours of the Virgin",6802,"New York, Morgan Library and Museum, M.0083",,,75966,Hours of the Virgin | L1 | Section,10124,Lyon (Organisation)
201012,"MsItem of Morgan Library and Museum, M.0083 : Office of the dead",6802,"New York, Morgan Library and Museum, M.0083",,,75965,Office of the dead | L1 | Section,10124,Lyon (Organisation)
300772,"MsItem of Morgan Library and Museum, M.0083 : Calendar",6802,"New York, Morgan Library and Museum, M.0083",,,75963,Calendar | L1 | Section,10124,Lyon (Organisation)
101836,"MsItem of Morgan Library and Museum, M.0084 : Hours of the Virgin",6803,"New York, Morgan Library and Museum, M.0084 
 
 = Medium: 100082500",,,75966,Hours of the Virgin | L1 | Section,10063|10212,Dol (Organisation)|Rennes (Organisation)
201013,"MsItem of Morgan Library and Museum, M.0084 : Office of the dead",6803,"New York, Morgan Library and Museum, M.0084 
 
 = Medium: 100082500",,,75965,Office of the dead | L1 | Section,,
300773,"MsItem of Morgan Library and Museum, M.0084 : Calendar",6803,"New York, Morgan Library and Museum, M.0084 
 
 = Medium: 100082500",,,75963,Calendar | L1 | Section,10212,Rennes (Organisation)
101837,"MsItem of Morgan Library and Museum, M.0085 : Hours of the Virgin",6804,"New York, Morgan Library and Museum, M.0085",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
201014,"MsItem of Morgan Library and Museum, M.0085 : Office of the dead",6804,"New York, Morgan Library and Museum, M.0085",,,75965,Office of the dead | L1 | Section,10215,Roma (Organisation)
300774,"MsItem of Morgan Library and Museum, M.0085 : Calendar",6804,"New York, Morgan Library and Museum, M.0085",,,75963,Calendar | L1 | Section,10215|10083|10083,"Roma (Organisation)|France, Sud (Organisation)|France, Sud (Organisation)"
101838,"MsItem of Morgan Library and Museum, M.0088 : Hours of the Virgin",6805,"New York, Morgan Library and Museum, M.0088",,,75966,Hours of the Virgin | L1 | Section,10136,Metz (Organisation)
201015,"MsItem of Morgan Library and Museum, M.0088 : Office of the dead",6805,"New York, Morgan Library and Museum, M.0088",,,75965,Office of the dead | L1 | Section,10136,Metz (Organisation)
300775,"MsItem of Morgan Library and Museum, M.0088 : Calendar",6805,"New York, Morgan Library and Museum, M.0088",,,75963,Calendar | L1 | Section,,
101839,"MsItem of Morgan Library and Museum, M.0089 : Hours of the Virgin",6806,"New York, Morgan Library and Museum, M.0089",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
201016,"MsItem of Morgan Library and Museum, M.0089 : Office of the dead",6806,"New York, Morgan Library and Museum, M.0089",,,75965,Office of the dead | L1 | Section,10215,Roma (Organisation)
300776,"MsItem of Morgan Library and Museum, M.0089 : Calendar",6806,"New York, Morgan Library and Museum, M.0089",,,75963,Calendar | L1 | Section,10189,Paris (Organisation)
101840,"MsItem of Morgan Library and Museum, M.0090 : Hours of the Virgin",6807,"New York, Morgan Library and Museum, M.0090",,,75966,Hours of the Virgin | L1 | Section,10250,Unknown (Organisation)
201017,"MsItem of Morgan Library and Museum, M.0090 : Office of the dead",6807,"New York, Morgan Library and Museum, M.0090",,,75965,Office of the dead | L1 | Section,10283,Verdun (Organisation)
300777,"MsItem of Morgan Library and Museum, M.0090 : Calendar",6807,"New York, Morgan Library and Museum, M.0090",,,75963,Calendar | L1 | Section,10283,Verdun (Organisation)
101841,"MsItem of Morgan Library and Museum, M.0096 : Hours of the Virgin",6810,"New York, Morgan Library and Museum, M.0096",,,75966,Hours of the Virgin | L1 | Section,10268,Tours (Organisation)
201018,"MsItem of Morgan Library and Museum, M.0096 : Office of the dead",6810,"New York, Morgan Library and Museum, M.0096",,,75965,Office of the dead | L1 | Section,10268,Tours (Organisation)
300778,"MsItem of Morgan Library and Museum, M.0096 : Calendar",6810,"New York, Morgan Library and Museum, M.0096",,,75963,Calendar | L1 | Section,10250|10268|10268,Unknown (Organisation)|Tours (Organisation)|Tours (Organisation)
101842,"MsItem of Morgan Library and Museum, M.0104 : Hours of the Virgin",6812,"New York, Morgan Library and Museum, M.0104",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
201019,"MsItem of Morgan Library and Museum, M.0104 : Office of the dead",6812,"New York, Morgan Library and Museum, M.0104",,,75965,Office of the dead | L1 | Section,10215,Roma (Organisation)
300779,"MsItem of Morgan Library and Museum, M.0104 : Calendar",6812,"New York, Morgan Library and Museum, M.0104",,,75963,Calendar | L1 | Section,10043|10141|10141,"Cambrai (Organisation)|Mons, Sainte-Waudru O.S.A. (Organisation)|Mons, Sainte-Waudru O.S.A. (Organisation)"
101843,"MsItem of Morgan Library and Museum, M.0105 : Hours of the Virgin",6813,"New York, Morgan Library and Museum, M.0105",,,75966,Hours of the Virgin | L1 | Section,10245,Sarum (Organisation)
201020,"MsItem of Morgan Library and Museum, M.0105 : Office of the dead",6813,"New York, Morgan Library and Museum, M.0105",,,75965,Office of the dead | L1 | Section,10245,Sarum (Organisation)
300780,"MsItem of Morgan Library and Museum, M.0105 : Calendar",6813,"New York, Morgan Library and Museum, M.0105",,,75963,Calendar | L1 | Section,10245,Sarum (Organisation)
101844,"MsItem of Morgan Library and Museum, M.0116 : Hours of the Virgin",6814,"New York, Morgan Library and Museum, M.0116",,,75966,Hours of the Virgin | L1 | Section,10257,Thérouanne (Organisation)
201021,"MsItem of Morgan Library and Museum, M.0116 : Office of the dead",6814,"New York, Morgan Library and Museum, M.0116",,,75965,Office of the dead | L1 | Section,10043,Cambrai (Organisation)
300781,"MsItem of Morgan Library and Museum, M.0116 : Calendar",6814,"New York, Morgan Library and Museum, M.0116",,,75963,Calendar | L1 | Section,10043,Cambrai (Organisation)
101845,"MsItem of Morgan Library and Museum, M.0117 : Hours of the Virgin",6815,"New York, Morgan Library and Museum, M.0117",,,75966,Hours of the Virgin | L1 | Section,10245,Sarum (Organisation)
201022,"MsItem of Morgan Library and Museum, M.0117 : Office of the dead",6815,"New York, Morgan Library and Museum, M.0117",,,75965,Office of the dead | L1 | Section,10245,Sarum (Organisation)
300782,"MsItem of Morgan Library and Museum, M.0117 : Calendar",6815,"New York, Morgan Library and Museum, M.0117",,,75963,Calendar | L1 | Section,10245,Sarum (Organisation)
101846,"MsItem of Morgan Library and Museum, M.0129 : Hours of the Virgin",6816,"New York, Morgan Library and Museum, M.0129",,,75966,Hours of the Virgin | L1 | Section,10218,Rouen (Organisation)
201023,"MsItem of Morgan Library and Museum, M.0129 : Office of the dead",6816,"New York, Morgan Library and Museum, M.0129",,,75965,Office of the dead | L1 | Section,10218,Rouen (Organisation)
300783,"MsItem of Morgan Library and Museum, M.0129 : Calendar",6816,"New York, Morgan Library and Museum, M.0129",,,75963,Calendar | L1 | Section,,
101847,"MsItem of Morgan Library and Museum, M.0130 : Hours of the Virgin | L1 | Section",6817,"New York, Morgan Library and Museum, M.0130",,,75966,Hours of the Virgin | L1 | Section,10274|10248,Troyes (Organisation)|Sens (Organisation)
201024,"MsItem of Morgan Library and Museum, M.0130 : Office of the dead | L1 | Section",6817,"New York, Morgan Library and Museum, M.0130",,,75965,Office of the dead | L1 | Section,10274,Troyes (Organisation)
300784,"MsItem of Morgan Library and Museum, M.0130 : Calendar | L1 | Section",6817,"New York, Morgan Library and Museum, M.0130",,,75963,Calendar | L1 | Section,10274,Troyes (Organisation)
101848,"MsItem of Morgan Library and Museum, M.0131 : Hours of the Virgin",6818,"New York, Morgan Library and Museum, M.0131",,,75966,Hours of the Virgin | L1 | Section,10218,Rouen (Organisation)
201025,"MsItem of Morgan Library and Museum, M.0131 : Office of the dead",6818,"New York, Morgan Library and Museum, M.0131",,,75965,Office of the dead | L1 | Section,10218,Rouen (Organisation)
300785,"MsItem of Morgan Library and Museum, M.0131 : Calendar",6818,"New York, Morgan Library and Museum, M.0131",,,75963,Calendar | L1 | Section,10218,Rouen (Organisation)
101849,"MsItem of Morgan Library and Museum, M.0136 : Hours of the Virgin",6819,"New York, Morgan Library and Museum, M.0136",,,75966,Hours of the Virgin | L1 | Section,10050,Chalon-sur-Saône (Organisation)
201026,"MsItem of Morgan Library and Museum, M.0136 : Office of the dead",6819,"New York, Morgan Library and Museum, M.0136",,,75965,Office of the dead | L1 | Section,10050,Chalon-sur-Saône (Organisation)
300786,"MsItem of Morgan Library and Museum, M.0136 : Calendar",6819,"New York, Morgan Library and Museum, M.0136",,,75963,Calendar | L1 | Section,,
101850,"MsItem of Morgan Library and Museum, M.0137 : Hours of the Virgin",6820,"New York, Morgan Library and Museum, M.0137",,,75966,Hours of the Virgin | L1 | Section,10218,Rouen (Organisation)
201027,"MsItem of Morgan Library and Museum, M.0137 : Office of the dead",6820,"New York, Morgan Library and Museum, M.0137",,,75965,Office of the dead | L1 | Section,10218,Rouen (Organisation)
300787,"MsItem of Morgan Library and Museum, M.0137 : Calendar",6820,"New York, Morgan Library and Museum, M.0137",,,75963,Calendar | L1 | Section,10218,Rouen (Organisation)
101851,"MsItem of Morgan Library and Museum, M.0144 : Hours of the Virgin",6822,"New York, Morgan Library and Museum, M.0144",,,75966,Hours of the Virgin | L1 | Section,10218,Rouen (Organisation)
201028,"MsItem of Morgan Library and Museum, M.0144 : Office of the dead",6822,"New York, Morgan Library and Museum, M.0144",,,75965,Office of the dead | L1 | Section,10218,Rouen (Organisation)
300788,"MsItem of Morgan Library and Museum, M.0144 : Calendar",6822,"New York, Morgan Library and Museum, M.0144",,,75963,Calendar | L1 | Section,,
101852,"MsItem of Morgan Library and Museum, M.0151 : Hours of the Virgin",6823,"New York, Morgan Library and Museum, M.0151",,,75966,Hours of the Virgin | L1 | Section,10218,Rouen (Organisation)
201029,"MsItem of Morgan Library and Museum, M.0151 : Office of the dead",6823,"New York, Morgan Library and Museum, M.0151",,,75965,Office of the dead | L1 | Section,10218,Rouen (Organisation)
300789,"MsItem of Morgan Library and Museum, M.0151 : Calendar",6823,"New York, Morgan Library and Museum, M.0151",,,75963,Calendar | L1 | Section,10218,Rouen (Organisation)
101853,"MsItem of Morgan Library and Museum, M.0152 : Hours of the Virgin",6824,"New York, Morgan Library and Museum, M.0152",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
201030,"MsItem of Morgan Library and Museum, M.0152 : Office of the dead",6824,"New York, Morgan Library and Museum, M.0152",,,75965,Office of the dead | L1 | Section,10215,Roma (Organisation)
300790,"MsItem of Morgan Library and Museum, M.0152 : Calendar",6824,"New York, Morgan Library and Museum, M.0152",,,75963,Calendar | L1 | Section,,
101854,"MsItem of Morgan Library and Museum, M.0157 : Hours of the Virgin",6826,"New York, Morgan Library and Museum, M.0157",,,75966,Hours of the Virgin | L1 | Section,10189,Paris (Organisation)
201031,"MsItem of Morgan Library and Museum, M.0157 : Office of the dead",6826,"New York, Morgan Library and Museum, M.0157",,,75965,Office of the dead | L1 | Section,10189,Paris (Organisation)
300791,"MsItem of Morgan Library and Museum, M.0157 : Calendar",6826,"New York, Morgan Library and Museum, M.0157",,,75963,Calendar | L1 | Section,10189,Paris (Organisation)
101855,"MsItem of Morgan Library and Museum, M.0159 : Hours of the Virgin",6827,"New York, Morgan Library and Museum, M.0159",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
201032,"MsItem of Morgan Library and Museum, M.0159 : Office of the dead",6827,"New York, Morgan Library and Museum, M.0159",,,75965,Office of the dead | L1 | Section,10215,Roma (Organisation)
300792,"MsItem of Morgan Library and Museum, M.0159 : Calendar",6827,"New York, Morgan Library and Museum, M.0159",,,75963,Calendar | L1 | Section,,
101856,"MsItem of Morgan Library and Museum, M.0160 : Hours of the Virgin",6828,"New York, Morgan Library and Museum, M.0160",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
201033,"MsItem of Morgan Library and Museum, M.0160 : Office of the dead",6828,"New York, Morgan Library and Museum, M.0160",,,75965,Office of the dead | L1 | Section,10215,Roma (Organisation)
300793,"MsItem of Morgan Library and Museum, M.0160 : Calendar",6828,"New York, Morgan Library and Museum, M.0160",,,75963,Calendar | L1 | Section,,
101857,"MsItem of Morgan Library and Museum, M.0161 : Hours of the Virgin",6829,"New York, Morgan Library and Museum, M.0161",,,75966,Hours of the Virgin | L1 | Section,10109,Le Mans (Organisation)
201034,"MsItem of Morgan Library and Museum, M.0161 : Office of the dead",6829,"New York, Morgan Library and Museum, M.0161",,,75965,Office of the dead | L1 | Section,10268,Tours (Organisation)
300794,"MsItem of Morgan Library and Museum, M.0161 : Calendar",6829,"New York, Morgan Library and Museum, M.0161",,,75963,Calendar | L1 | Section,10268,Tours (Organisation)
101858,"MsItem of Morgan Library and Museum, M.0164 : Hours of the Virgin",6830,"New York, Morgan Library and Museum, M.0164",,,75966,Hours of the Virgin | L1 | Section,10063,Dol (Organisation)
201035,"MsItem of Morgan Library and Museum, M.0164 : Office of the dead",6830,"New York, Morgan Library and Museum, M.0164",,,75965,Office of the dead | L1 | Section,10245,Sarum (Organisation)
300795,"MsItem of Morgan Library and Museum, M.0164 : Calendar",6830,"New York, Morgan Library and Museum, M.0164",,,75963,Calendar | L1 | Section,,
101859,"MsItem of Morgan Library and Museum, M.0167 : Hours of the Virgin",6832,"New York, Morgan Library and Museum, M.0167",,,75966,Hours of the Virgin | L1 | Section,10218,Rouen (Organisation)
201036,"MsItem of Morgan Library and Museum, M.0167 : Office of the dead",6832,"New York, Morgan Library and Museum, M.0167",,,75965,Office of the dead | L1 | Section,,
300796,"MsItem of Morgan Library and Museum, M.0167 : Calendar",6832,"New York, Morgan Library and Museum, M.0167",,,75963,Calendar | L1 | Section,10218,Rouen (Organisation)
101860,"MsItem of Morgan Library and Museum, M.0168 : Hours of the Virgin",6833,"New York, Morgan Library and Museum, M.0168",,,75966,Hours of the Virgin | L1 | Section,10215,Roma (Organisation)
201037,"MsItem of Morgan Library and Museum, M.0168 : Office of the dead",6833,"New York, Morgan Library and Museum, M.0168",,,75965,Office of the dead | L1 | Section,,
300797,"MsItem of Morgan Library and Museum, M.0168 : Calendar",6833,"New York, Morgan Library and Museum, M.0168",,,75963,Calendar | L1 | Section,10189|10080|10080,"Paris (Organisation)|France, Nord (Organisation)|France, Nord (Organisation)"
101861,"MsItem of Morgan Library and Museum, M.0169 : Hours of the Virgin",6834,"New York, Morgan Library and Museum, M.0169",,,75966,Hours of the Virgin | L1 | Section,10218,Rouen (Organisation)
201038,"MsItem of Morgan Library and Museum, M.0169 : Office of the dead",6834,"New York, Morgan Library and Museum, M.0169",,,75965,Office of the dead | L1 | Section,10218,Rouen (Organisation)
300798,"MsItem of Morgan Library and Museum, M.0169 : Calendar",6834,"New York, Morgan Library and Museum, M.0169",,,75963,Calendar | L1 | Section,,
101862,"MsItem of Morgan Library and Museum, M.0170 : Hours of the Virgin",6835,"New York, Morgan Library and Museum, M.0170",,,75966,Hours of the Virgin | L1 | Section,10218,Rouen (Organisation)
201039,"MsItem of Morgan Library and Museum, M.0170 : Office of the dead",6835,"New York, Morgan Library and Museum, M.0170",,,75965,Office of the dead | L1 | Section,10218,Rouen (Organisation)
300799,"MsItem of Morgan Library and Museum, M.0170 : Calendar",6835,"New York, Morgan Library and Museum, M.0170",,,75963,Calendar | L1 | Section,,
101863,"MsItem of Morgan Library and Museum, M.0171 : Hours of the Virgin",6836,"New York, Morgan Library and Museum, M.0171 
 
 = Medium: 100082509",,,75966,Hours of the Virgin | L1 | Section,10165,O.F.M. (Organisation)
