"","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10","R11","R12","rowname.unlist","n"
"337",14,72,40,NA,32,57,46,NA,68,82,38,NA,"Beaulieu-les-Loches_B1086",1
"338",14,72,46,NA,24,32,79,NA,68,82,18,38,"St. Severin Cologne_DARM914",1
"339",14,72,46,NA,24,32,79,NA,68,82,18,NA,"St. Severin Cologne_DARM938",1
"340",14,72,46,NA,32,57,40,NA,68,28,38,NA,"Cistercian_ROME1720 St. Bertin_GEN1273 _MUN23083 Williamites_CAMBR1284 Heiligenkreuz_HEIL65",5
"341",14,72,46,NA,32,57,40,NA,68,28,NA,NA,"Cistercian_BERL269",1
"342",14,72,46,NA,32,57,40,NA,68,46,38,NA,"Dominican_COLM384",1
"343",14,72,46,NA,90,32,57,NA,68,40,38,NA,"_GEN2628",1
"344",14,72,47,NA,57,24,1,NA,28,27,38,NA,"Littlemore_BL2844",1
"345",14,72,51,NA,32,57,38,NA,36,68,12,NA,"Carthusian (Beaune)_BN27998",1
"346",14,72,51,NA,32,57,38,NA,36,68,46,12,"Carthusian (Beaune)_EBAMS8",1
"347",14,72,51,NA,90,32,57,NA,68,79,46,NA,"St. Oyan_BN3042",1
"348",14,72,52,NA,46,57,18,NA,79,82,38,NA,"Metz_METZ1546D",1
"349",14,72,56,NA,24,32,57,NA,68,28,40,NA,"Vallumbrosan_MAZ23834",1
"350",14,72,56,NA,24,32,57,NA,68,28,46,NA,"Vallumbrosan_BL40150",1
"351",14,72,56,NA,24,32,57,NA,68,40,79,NA,"Sta Maria in Trastevere_MCR74 Humiliati_MIL267",2
"352",14,72,56,NA,32,24,57,NA,68,40,79,NA,"Plasencia_S.1932-19",1
"353",14,72,56,NA,46,32,NA,NA,68,28,40,38,"_FULD126",1
"354",14,72,56,NA,90,24,32,NA,57,68,40,NA,"Como_OXF1",1
"355",14,72,57,NA,32,24,28,NA,68,82,38,NA,"_S.LYO(2)",1
"356",14,72,58,NA,25,13,46,NA,68,18,38,NA,"St. Bavon_CHARTR240",1
"357",14,72,58,NA,25,13,46,NA,68,82,38,NA,"_VAT206",1
"358",14,72,58,NA,32,57,18,NA,68,46,38,NA,"_AVIGN121",1
"359",14,72,58,NA,32,57,29,NA,83,46,38,NA,"St. Maurice-en-Valais_VAT69",1
"360",14,72,58,NA,32,57,68,NA,82,28,40,NA,"Siegburg_NANCY12",1
"361",14,72,58,NA,32,57,93,NA,68,18,38,NA,"_OXFUC12",1
"362",14,72,58,NA,90,32,68,NA,57,18,38,NA,"Mechlin_ROUEN232",1
"363",14,72,68,NA,24,32,83,NA,13,58,38,NA,"Soignies_BRU5501",1
"364",14,72,68,NA,32,38,21,NA,79,83,1,NA,"Cavaillon_AVIGN494",1
"365",14,72,68,NA,32,38,79,NA,67,40,64,NA,"Aurillac_ALBI20",1
"366",14,72,68,NA,32,46,79,NA,67,40,38,NA,"S. Lorenzo Oulx_GREN8790 Susa_GREN767",2
"367",14,72,68,NA,32,57,28,NA,46,28,38,NA,"Evreux_FRFT119",1
"368",14,72,68,NA,32,57,28,NA,46,82,38,NA,"Evreux_EVREUX95D",1
"369",14,72,68,NA,32,57,83,NA,79,40,38,NA,"Apt_OXF7",1
"370",14,72,68,NA,32,58,82,NA,44,79,18,NA,"Deventer_HAAG25B",1
"371",14,72,68,NA,32,79,83,NA,38,40,1,NA,"Aix-en-Provence_BN1061",1
"372",14,72,68,NA,32,NA,NA,NA,NA,NA,NA,NA,"Evreux_BN27834",1
"373",14,72,68,NA,57,32,46,NA,24,28,40,38,"Poitiers_BORD96",1
"374",14,72,68,NA,57,32,46,NA,24,51,38,NA,"Poitiers_INN281",1
"375",14,72,68,NA,57,32,46,NA,24,51,40,NA,"Poitiers_S.1954-2",1
"376",14,72,68,NA,57,32,46,NA,28,51,40,NA,"Poitiers_BN27801",1
"377",14,72,68,NA,90,32,57,NA,79,83,38,NA,"Sisteron_BN6328",1
"378",14,72,68,NA,NA,NA,NA,NA,NA,82,38,NA,"Evreux_BN19943",1
"379",14,72,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evreux_ROUEN216",1
"380",14,72,79,44,24,32,46,47,68,82,18,38,"Cologne_BL27913",1
"381",14,72,79,NA,24,32,18,NA,68,1,38,NA,"_VAT535",1
"382",14,72,79,NA,24,32,46,NA,68,82,18,38,"Cologne_CLG244 St. Andrews Cologne_DARM855",2
"383",14,72,79,NA,24,32,46,NA,68,82,18,NA,"St. Andrews Cologne_DARM3714",1
"384",14,72,79,NA,24,32,46,NA,68,82,38,NA,"Cologne_BL31913",1
"385",14,72,79,NA,46,32,1,NA,68,28,38,NA,"Pamplona_BN4947",1
"386",14,72,82,NA,1,28,93,NA,53,68,38,NA,"Troyes_TROY1188",1
"387",14,72,82,NA,1,28,93,NA,68,40,38,NA,"St. Etienne-de-Troyes_TROY980",1
"388",14,72,82,NA,24,28,32,NA,68,57,38,NA,"Passau_S.1932-18",1
"389",14,72,82,NA,24,32,1,NA,40,68,38,NA,"Tours_BN1202",1
"390",14,72,82,NA,24,32,1,NA,57,68,38,NA,"Tours_TOURS145",1
"391",14,72,82,NA,24,32,21,NA,68,79,93,NA,"Vich_GEN1299",1
"392",14,72,82,NA,24,32,21,NA,79,83,38,NA,"Vich_BN903",1
"393",14,72,82,NA,24,32,40,NA,68,40,38,NA,"Le Mans_BN9475",1
"394",14,72,82,NA,24,32,57,NA,28,68,40,38,"Sigüenza_MADR1425",1
"395",14,72,82,NA,24,32,57,NA,28,68,40,NA,"St. Sernin_NIMES8 Auch_GEN842",2
"396",14,72,82,NA,24,32,57,NA,68,28,38,NA,"Le Mans_NYPML17",1
"397",14,72,82,NA,24,32,57,NA,68,28,40,NA,"Dax_TOUL76 Bazas_BORD3861",2
"398",14,72,82,NA,24,32,57,NA,68,40,38,NA,"Le Mans_POIT53 Beaulieu-les-le-Mans_GEN1252 Vaas_GEN2639",3
"399",14,72,82,NA,24,32,57,NA,68,46,38,NA,"Segovia_MADR6491",1
"400",14,72,82,NA,24,32,57,NA,68,46,40,NA,"Agen_AGENSN",1
"401",14,72,82,NA,24,32,57,NA,68,56,40,NA,"Nimes_ALBI15",1
"402",14,72,82,NA,24,32,57,NA,68,79,38,NA,"St. Paulinus Trier_STUTT144 Pfalzel_TREV387 Trier_METZ527",3
"403",14,72,82,NA,24,32,57,NA,68,83,40,NA,"Roskilde_CPHN45B",1
"404",14,72,82,NA,24,56,57,NA,32,68,40,NA,"Couserans_ST.OM250",1
"405",14,72,82,NA,28,24,56,NA,57,68,1,NA,"St. Roma_MONTS72",1
"406",14,72,82,NA,32,24,28,NA,68,57,38,NA,"Passau_VIE43B",1
"407",14,72,82,NA,32,24,57,NA,68,40,38,NA,"Beaulieu-les-le-Mans_GEN2627D",1
"408",14,72,82,NA,32,24,57,NA,68,56,38,40,"Toulouse_TOUL74",1
"409",14,72,82,NA,32,24,57,NA,68,56,40,38,"Toulouse_TOUL72",1
"410",14,72,82,NA,32,57,38,NA,68,28,40,NA,"Oloron_BN1279 Valencia_ARS105 Saragossa_MADRSN Tudela_MADR371 Huesca_MADR3754 Hospitaller Sisters_MADR5097",6
"411",14,72,82,NA,32,57,40,NA,68,18,38,NA,"Odense_CPH29B Schleswig_VATPROP",2
"412",14,72,82,NA,32,57,40,NA,68,46,38,NA,"Toledo_TOL7 _MADR8694 Burgos_BN261 Seville_BN13234 Zamora_MADR25990 Plasencia_BN1589 Jaen_GEN84 Salamanca_MADR2658 Oviedo_MADRBAH2 Cuenca_CUENCA60",10
"413",14,72,82,NA,32,57,68,NA,40,38,83,38,"Aosta_AOSTA46",1
"414",14,72,82,NA,32,57,68,NA,40,38,83,NA,"Aosta_AOSTA44",1
"415",14,72,82,NA,32,57,83,NA,68,40,38,NA,"Burgos_BURG37",1
"416",14,72,82,NA,32,68,21,NA,51,79,38,NA,"Narbonne_LISB11",1
"417",14,72,82,NA,32,68,21,NA,79,83,38,NA,"Solsona_MADRBAH1",1
"418",14,72,82,NA,32,68,21,NA,83,79,38,NA,"Narbonne_ARS2160D",1
"419",14,72,82,NA,32,68,57,NA,51,79,38,NA,"Narbonne_ARS2160",1
"420",14,72,82,NA,32,68,57,NA,56,76,1,NA,"Beziers_BN1059",1
"421",14,72,82,NA,32,68,57,NA,79,83,38,NA,"St. Paul-Trois-Chateaux_S-CL14",1
"422",14,72,82,NA,32,68,83,NA,15,1,38,NA,"Elne_BN839D",1
"423",14,72,82,NA,32,68,83,NA,36,46,38,NA,"Elne_BN838",1
"424",14,72,82,NA,36,46,68,NA,57,32,38,NA,"Bourges_CPHG1610",1
"425",14,72,82,NA,68,11,21,79,83,38,1,NA,"Gerona_BN1309",1
"426",14,72,82,NA,NA,NA,57,NA,68,40,38,NA,"Le Mans_MANS212",1
"427",14,72,83,NA,24,32,18,10,68,28,38,NA,"Münster_MUNST(1)B",1
"428",14,72,83,NA,24,32,18,NA,68,28,38,NA,"Münster_GRGT(1)B",1
"429",14,72,83,NA,32,51,13,NA,68,28,38,NA,"Aquileia_BL19878",1
"430",14,72,83,NA,32,51,57,NA,58,13,38,NA,"Nivelles_BRU2810B",1
"431",14,72,90,56,24,32,57,NA,68,28,79,40,"Pavia_MIL512",1
"432",14,72,90,NA,3,60,71,NA,36,57,38,NA,"Old Roman_VAT11",1
"433",14,72,90,NA,24,32,57,NA,28,68,40,NA,"_LUCCA4",1
"434",14,72,90,NA,24,32,57,NA,68,28,40,NA,"Pavia_FLO122",1
"435",14,72,90,NA,24,32,57,NA,68,40,67,NA,"Reggio Emilia_VAT550",1
"436",14,72,90,NA,24,32,57,NA,68,40,79,NA,"Reggio Emilia_MIL27",1
"437",14,72,90,NA,24,32,57,NA,68,40,NA,NA,"Reggio Emilia_VAT7018",1
"438",14,72,90,NA,24,32,57,NA,68,83,38,NA,"Halberstadt_S.1933-4",1
"439",14,72,90,NA,32,24,57,NA,68,28,40,NA,"Florence_FLOSN(B)",1
"440",14,72,90,NA,32,24,57,NA,68,40,79,38,"Piacenza_PIAC65",1
"441",14,72,90,NA,32,24,57,NA,68,40,79,NA,"Piacenza_PIAC54A",1
"442",14,72,90,NA,32,57,68,NA,80,91,40,NA,"Remiremont_EPIN133",1
"443",14,72,90,NA,32,68,83,NA,79,40,38,NA,"Marseilles_BN1018 Malta_MALTA",2
"444",14,72,90,NA,36,57,71,NA,3,35,NA,NA,"Old Roman_BL29988",1
"445",14,72,91,NA,16,57,80,NA,30,23,38,NA,"Our Lady of Soisson_ARS2482",1
"446",14,72,NA,NA,32,57,40,NA,68,28,38,NA,"_LUCCA600",1
"447",14,72,NA,NA,NA,32,57,NA,28,71,40,NA,"Carthusian (Montefusco)_NAPOLISN",1
"448",14,72,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,"Maguelonne_MTP110",1
"449",14,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bourges_BN1255",1
"450",14,NA,NA,NA,32,24,57,NA,68,NA,72,90,"_VAT134",1
"451",14,NA,NA,NA,32,57,28,NA,68,82,38,NA,"_TREV475",1
"452",14,NA,NA,NA,46,32,57,NA,68,28,38,NA,"Roman_LISB165",1
"453",25,13,18,NA,58,83,93,NA,82,40,38,NA,"St. Jean de Chalons_METZ468A Chalons-sur-Marne_BN802D",2
"454",25,13,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chalons-sur-Marne_ARS2158C",1
"455",25,13,44,NA,93,83,58,NA,76,18,38,NA,"Utrecht_UTR421",1
"456",25,13,47,NA,93,83,18,NA,58,79,38,NA,"Hastieres_MUN13067A",1
"457",25,14,72,NA,13,32,93,NA,82,58,68,NA,"Aix-la-Chapelle_AACHEN20",1
"458",25,29,83,47,93,89,58,18,76,82,65,38,"St. Ghislain_BRU8223D",1
"459",25,44,47,NA,13,93,83,NA,40,79,18,38,"Utrecht_UTR418 The Hague_HAAG73A",2
"460",25,44,47,NA,13,93,83,NA,40,79,18,NA,"Windesheim_GRGT(2)A Utrecht_CPHC761 Corssendonck_MAZ370 Weidenbach Cologne_DARM848A",4
"461",25,44,83,NA,1,47,76,NA,10,18,38,NA,"Cologne_AVIGN208A",1
"462",25,72,18,NA,13,58,83,NA,93,82,38,NA,"Verdun_BL2871",1
"463",25,72,24,NA,57,32,40,NA,68,18,38,NA,"_WAG215",1
"464",25,72,38,NA,13,40,83,NA,93,58,18,NA,"Brussels_BRU10528",1
"465",25,72,38,NA,13,82,83,NA,93,58,18,NA,"_S.LON(7)",1
"466",25,72,38,NA,13,93,83,NA,82,58,18,NA,"Liege_S.1925 Louvain_S.1973",2
"467",25,72,38,NA,13,93,83,NA,NA,NA,NA,NA,"Liege_BN13235",1
"468",25,72,38,NA,32,57,13,NA,68,58,18,38,"Antwerp_EVREUX118",1
"469",25,72,38,NA,32,57,13,NA,68,58,18,NA,"Antwerp_BRU647",1
"470",25,72,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liege_BRU4917C",1
"471",25,72,82,NA,13,93,83,NA,44,79,47,NA,"Deventer_HAAG25A",1
"472",25,83,13,NA,58,29,93,NA,82,72,38,NA,"_BL30029",1
"473",25,83,79,NA,44,47,58,NA,NA,NA,38,87,"_AMSTD50",1
"474",28,46,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mont-Saint-Quentin_FEC204C",1
"475",32,58,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Windesheim_MAZ385C",1
"476",36,25,83,NA,46,58,18,NA,13,93,38,NA,"St. Vanne_VERD129A",1
"477",44,47,1,NA,58,79,18,NA,83,76,38,NA,"Neustift?_NEU405",1
"478",44,47,58,NA,76,83,79,NA,1,18,38,NA,"Magdeburg_PRAG9E Hildesheim_BERL218 Brandenburg_BERL303D Werden_BERL380A Odense_UPS447 Havelberg_S.1932-5 Hamburg_BL1420 Halle_MIL1335A Halberstadt_S.1932-3",9
"479",44,47,58,NA,76,NA,NA,NA,1,18,38,NA,"Hildesheim_BN3102",1
"480",44,76,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"_LENIN47",1
"481",44,83,47,NA,79,76,10,NA,18,27,58,NA,"Constance_COLM27A",1
"482",46,28,36,NA,24,89,57,NA,14,32,38,NA,"St. Quentin_BN2859",1
"483",46,28,36,NA,NA,NA,NA,NA,14,32,38,NA,"St. Quentin_BN1267",1
"484",58,1,83,NA,44,47,76,NA,79,18,38,NA,"St. Lambrecht_BL18306A",1
"485",68,44,84,NA,1,18,83,NA,79,76,38,NA,"_STUTT25",1
"486",68,44,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,"_VAT90C",1
"487",70,44,1,NA,89,4,47,NA,31,27,93,18,"Florence_FLOSN(A)",1
"488",70,44,10,NA,1,18,58,NA,27,83,38,NA,"St. George Prague_PRAG3",1
"489",70,44,10,NA,27,47,76,NA,83,18,43,NA,"Gran_BN8879A Hermits of St. Paul_MIL1856",2
"490",70,44,11,1,79,27,83,76,47,18,58,38,"Zwiefalten_KRL60A",1
"491",70,44,11,NA,1,79,27,NA,83,76,47,NA,"Einsiedeln_ZUR8",1
"492",70,44,11,NA,1,79,27,NA,83,76,58,NA,"Zwiefalten_STUTT13A",1
"493",70,44,11,NA,47,79,76,NA,27,1,38,18,"Weingarten_STUTT55",1
"494",70,44,11,NA,47,79,76,NA,27,1,38,NA,"Weingarten_STUTT89A",1
"495",70,44,43,NA,47,76,27,NA,83,18,1,NA,"Agram_VAT16A",1
"496",70,44,47,NA,1,58,18,NA,76,79,83,NA,"Raitenbuch_MUN23288",1
"497",70,44,47,NA,1,58,79,NA,76,18,38,NA,"_POLTEN101",1
"498",70,44,47,NA,1,79,67,NA,83,18,38,NA,"Reichenhall_MUN16526",1
"499",70,44,47,NA,58,79,83,NA,58,76,38,NA,"Vienne_STUTT91",1
"500",70,44,47,NA,58,83,76,NA,1,18,38,NA,"Neustift?_NEU15063",1
"501",70,44,47,NA,79,1,58,NA,18,10,38,NA,"Diessen_MUN1018",1
"502",70,44,47,NA,79,83,1,NA,76,18,38,NA,"Passau_CLG14",1
"503",70,44,47,NA,79,83,58,NA,76,18,38,NA,"_UPS500S",1
"504",70,44,47,NA,79,83,76,NA,58,18,38,NA,"_UPS500A Ratisbon_VAT102",2
"505",70,44,76,NA,47,58,83,NA,1,18,38,NA,"_VAT33A",1
"506",70,44,76,NA,58,18,83,NA,1,47,38,NA,"Prague_PRAG9A",1
"507",70,44,79,NA,47,27,76,NA,1,83,18,NA,"Augsburg_VAT523A",1
"508",70,44,83,NA,76,79,1,NA,18,47,38,NA,"_UDINE232A",1
"509",70,44,83,NA,76,79,1,NA,47,18,38,NA,"Brixen_VAT7227A",1
"510",70,44,83,NA,79,76,1,NA,47,18,30,NA,"Brixen diocese_BRIXEN_MAI",1
"511",70,44,89,NA,1,47,18,NA,79,83,38,NA,"Freising (printed in 1516)_CPHV900A",1
"512",70,44,89,NA,27,79,76,NA,18,1,38,NA,"Merseburg_S.1932-6",1
"513",70,44,89,NA,27,83,76,NA,47,1,43,NA,"Alba Julia_GUS1-34A",1
"514",70,44,89,NA,47,1,27,NA,93,85,38,NA,"Eichstätt_VAT13A",1
"515",70,47,1,NA,27,44,18,NA,79,83,38,NA,"Moosburg_MOOS149B",1
"516",70,47,79,NA,76,83,1,NA,44,58,18,38,"_BN584",1
"517",70,47,83,NA,76,58,1,NA,18,10,38,NA,"Olmütz_BL1487A",1
"518",70,79,44,NA,47,83,1,NA,58,76,18,NA,"Klosterneuburg_KLNB1011A",1
