"from","to","Weight"
"Carthusian_VAT10296","Carthusian_WAG286","9"
"Carthusian_VAT10296","Carthusian_BN6250","9"
"Carthusian_VAT10296","Carthusian_AVIGN110","9"
"Carthusian_VAT10296","Carthusian_MCR414","9"
"Carthusian_VAT10296","Carthusian_BN1696","9"
"Carthusian_VAT10296","Carthusian_BN27975","9"
"Carthusian_VAT10296","Carthusian_VIE1309","9"
"Carthusian_CPHC768","Carthusian_BERL74","9"
"Carthusian_CPHC768","Carthusian_S.LON(12)","9"
"Carthusian_CPHC768","Carthusian_METZ466","9"
"Carthusian_CPHC768","Carthusian_WAG286","9"
"Carthusian_CPHC768","Carthusian_BN6250","9"
"Carthusian_CPHC768","Carthusian_AVIGN110","9"
"Carthusian_CPHC768","Carthusian_MCR414","9"
"Carthusian_CPHC768","Carthusian_BN1696","9"
"Carthusian_CPHC768","Carthusian_BN27975","9"
"Carthusian_CPHC768","Carthusian_VIE1309","9"
"Carthusian_BERL74","Carthusian_S.LON(12)","9"
"Carthusian_BERL74","Carthusian_METZ466","9"
"Carthusian_BERL74","Carthusian_WAG286","9"
"Carthusian_BERL74","Carthusian_BN6250","9"
"Carthusian_BERL74","Carthusian_AVIGN110","9"
"Carthusian_BERL74","Carthusian_MCR414","9"
"Carthusian_BERL74","Carthusian_BN1696","9"
"Carthusian_BERL74","Carthusian_BN27975","9"
"Carthusian_BERL74","Carthusian_VIE1309","9"
"Carthusian_S.LON(12)","Carthusian_METZ466","9"
"Carthusian_S.LON(12)","Carthusian_WAG286","9"
"Carthusian_S.LON(12)","Carthusian_BN6250","9"
"Carthusian_S.LON(12)","Carthusian_AVIGN110","9"
"Carthusian_S.LON(12)","Carthusian_MCR414","9"
"Carthusian_S.LON(12)","Carthusian_BN1696","9"
